,MSA,MSADSCR,NAICS3_x,case_violtn_cnt,cmp_assd_cnt,ee_violtd_cnt,ee_atp_cnt,MinWage_Cases,MinWage_ATPAmt,MinWage_EmpAff,ChildLabor_Cases,ChildLabor_ATPAmt,ChildLabor_EmpAff,BMW_Cases,BMW_ATPAmt,BMW_EmpAff,All_AtpAmt,Other_Cases,Other_ATPAmt,Other_EmpAff,ESTB,EMPL_N,PAYR_N,NAICS3,NAICS3Desc
24,12540.0,"Bakersfield, CA Metro Area",447,800,0.0,480,480,800,140994.4,480,0,0.0,0,0,0.0,0,422983.2,0,281988.8,0,231.0,2335.0,51900.0,447,Gasoline Stations
25,12540.0,"Bakersfield, CA Metro Area",448,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,198.0,2476.0,35821.0,448,Clothing and Clothing Accessories Stores
26,12540.0,"Bakersfield, CA Metro Area",452,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,102.0,5678.0,122155.0,452,General Merchandise Stores
27,12540.0,"Bakersfield, CA Metro Area",481,2000,0.0,2000,2000,0,0.0,0,0,0.0,0,0,0.0,0,11218577.6,2000,11218577.6,2000,10.0,42.0,1569.0,481,Air Transportation
28,12540.0,"Bakersfield, CA Metro Area",484,6720,0.0,5120,3680,3440,14842148.0,3120,0,0.0,0,0,0.0,0,46164316.0,3280,31322168.0,2000,283.0,4010.0,216613.0,484,Truck Transportation
29,12540.0,"Bakersfield, CA Metro Area",485,160,0.0,80,80,0,0.0,0,0,0.0,0,0,0.0,0,174886.4,160,174886.4,80,14.0,0.0,0.0,485,Transit and Ground Passenger Transportation
30,12540.0,"Bakersfield, CA Metro Area",488,1920,0.0,1600,1600,1920,2190368.8,1600,0,0.0,0,0,0.0,0,6571106.4,0,4380737.6,0,65.0,668.0,27581.0,488,Support Activities for Transportation
31,12540.0,"Bakersfield, CA Metro Area",491,80,0.0,240,0,80,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,240,,,,,
32,12540.0,"Bakersfield, CA Metro Area",492,400,0.0,240,240,400,209736.8,240,0,0.0,0,0,0.0,0,581594.4,0,371857.6,0,26.0,606.0,25077.0,492,Couriers and Messengers
33,12540.0,"Bakersfield, CA Metro Area",517,160,0.0,160,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,160,0.0,160,69.0,1284.0,67426.0,517,Telecommunications
34,12540.0,"Bakersfield, CA Metro Area",522,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,265.0,0.0,127738.0,522,Credit Intermediation and Related Activities
35,12540.0,"Bakersfield, CA Metro Area",524,2480,628320.0,1760,1760,2480,1548791.2,1760,0,0.0,0,0,0.0,0,4418803.2,0,2870012.0,0,262.0,3348.0,220544.0,524,Insurance Carriers and Related Activities
36,12540.0,"Bakersfield, CA Metro Area",525,160,0.0,80,80,160,162049.6,80,0,0.0,0,0,0.0,0,486148.8,0,324099.2,0,3.0,0.0,63.0,525,"Funds, Trusts, and Other Financial Vehicles"
37,12540.0,"Bakersfield, CA Metro Area",531,640,0.0,480,480,640,392969.6,480,0,0.0,0,0,0.0,0,1085068.8,0,692099.2,0,498.0,1985.0,63614.0,531,Real Estate
38,12540.0,"Bakersfield, CA Metro Area",532,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,144.0,1723.0,96279.0,532,Rental and Leasing Services
39,12540.0,"Bakersfield, CA Metro Area",541,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,1266.0,12859.0,693236.0,541,"Professional, Scientific, and Technical Services"
40,12540.0,"Bakersfield, CA Metro Area",551,160,0.0,160,160,0,0.0,0,0,0.0,0,0,0.0,0,4665939.2,160,4665939.2,160,73.0,2526.0,289596.0,551,Management of Companies and Enterprises
41,12540.0,"Bakersfield, CA Metro Area",561,3840,0.0,3520,3440,3600,1733588.8,3360,0,0.0,0,0,0.0,0,5258078.4,240,3524489.6,160,533.0,10454.0,332093.0,561,Administrative and Support Services
42,12540.0,"Bakersfield, CA Metro Area",562,560,0.0,560,560,0,0.0,0,0,0.0,0,0,0.0,0,146539.2,560,146539.2,560,66.0,1166.0,66633.0,562,Waste Management and Remediation Services
43,12540.0,"Bakersfield, CA Metro Area",611,160,0.0,80,80,160,143112.0,80,0,0.0,0,0,0.0,0,214668.0,0,71556.0,0,162.0,2453.0,67225.0,611,Educational Services
44,12540.0,"Bakersfield, CA Metro Area",621,2000,0.0,1760,1760,2000,3733313.6,1760,0,0.0,0,0,0.0,0,11199940.8,0,7466627.2,0,1131.0,11167.0,564306.0,621,Ambulatory Health Care Services
