,Unnamed: 0,MSA,MSADSCR,NAICS3_x,case_violtn_cnt,cmp_assd_cnt,ee_violtd_cnt_x,ee_atp_cnt,MinWage_Cases,MinWage_ATPAmt,MinWage_EmpAff,ChildLabor_Cases,ChildLabor_ATPAmt,ChildLabor_EmpAff,BMW_Cases,BMW_ATPAmt,BMW_EmpAff,All_AtpAmt_x,Other_Cases,Other_ATPAmt,Other_EmpAff,ESTB,EMPL_N_x,PAYR_N,NAICS3,NAICS3Desc,Severity_MinWage,Severity_AllVltns,All_AtpAmt_y,ee_violtd_cnt_y,EMPL_N_y,Severity_AllVltns_MSA,Severity_AllVltns_CA,MSA_SeverityQuotient
0,0,12540.0,"Bakersfield, CA Metro Area",91,87200,0.0,29200,28960,80,0.0,0,0,0.0,0,0,0.0,0,1215237629.6,87120,1215237629.6,29200,,,,,,,,1397399000.88,149216,,,,
1,100,23420.0,"Fresno, CA Metro Area",91,0,0.0,83,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,83,,,,,,,,1397399000.88,149216,,,,
2,145,25260.0,"Hanford-Corcoran, CA Metro Area",91,7571,0.0,7437,7437,7571,10557811.09,7437,0,0.0,0,0,0.0,0,31673433.27,0,21115622.18,0,,,,,,,,1397399000.88,149216,,,,
3,167,31460.0,"Madera, CA Metro Area",91,1650,0.0,1350,1275,1425,1964279.25,1275,0,0.0,0,0,0.0,0,5892837.75,225,3928558.5,75,,,,,,,,1397399000.88,149216,,,,
4,272,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",91,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,,,,,,,,1397399000.88,149216,,,,
5,360,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",91,5950,0.0,5355,5355,5950,4200581.0,5355,0,0.0,0,0,0.0,0,12543156.75,0,8342575.75,0,,,,,,,,1397399000.88,149216,,,,
6,447,40900.0,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",91,5865,0.0,6035,5525,5610,12867339.95,5525,0,0.0,0,0,0.0,0,38602019.85,255,25734679.9,510,,,,,,,,1397399000.88,149216,,,,
7,521,41500.0,"Salinas, CA Metro Area",91,1134,0.0,810,405,486,769769.73,405,0,0.0,0,0,0.0,0,2309309.19,648,1539539.46,405,,,,,,,,1397399000.88,149216,,,,
8,559,41740.0,"San Diego-Carlsbad, CA Metro Area",91,36890,0.0,32130,0,36890,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,32130,,,,,,,,1397399000.88,149216,,,,
9,639,41860.0,"San Francisco-Oakland-Hayward, CA Metro Area",91,60716,0.0,60458,60458,57018,24397488.78,56846,0,0.0,0,3698,16681.42,3612,73209147.76,0,48794977.56,0,,,,,,,,1397399000.88,149216,,,,
10,807,42020.0,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",91,1328,0.0,1328,166,1328,20821.38,166,0,0.0,0,0,0.0,0,62464.14,0,41642.76,1162,,,,,,,,1397399000.88,149216,,,,
11,841,42100.0,"Santa Cruz-Watsonville, CA Metro Area",91,0,0.0,82,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,82,,,,,,,,1397399000.88,149216,,,,
12,873,42220.0,"Santa Rosa, CA Metro Area",91,246,0.0,82,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,246,0.0,82,,,,,,,,1397399000.88,149216,,,,
13,918,44700.0,"Stockton-Lodi, CA Metro Area",91,252,0.0,168,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,252,0.0,168,,,,,,,,1397399000.88,149216,,,,
14,972,46700.0,"Vallejo-Fairfield, CA Metro Area",91,4860,0.0,4698,4698,4860,5956334.19,4698,0,0.0,0,0,0.0,0,17869002.57,0,11912668.38,0,,,,,,,,1397399000.88,149216,,,,
15,1,12540.0,"Bakersfield, CA Metro Area",93,160,0.0,80,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,160,0.0,80,,,,,,,,25438623.49,5600,,,,
16,273,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",93,83,0.0,83,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,83,0.0,83,,,,,,,,25438623.49,5600,,,,
17,362,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",93,85,0.0,170,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,85,0.0,170,,,,,,,,25438623.49,5600,,,,
18,449,40900.0,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",93,4165,579700.0,4505,3060,3315,7972919.25,2975,0,0.0,0,0,0.0,0,23970301.75,850,15997382.5,1530,,,,,,,,25438623.49,5600,,,,
19,523,41500.0,"Salinas, CA Metro Area",93,405,0.0,81,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,405,0.0,81,,,,,,,,25438623.49,5600,,,,
20,641,41860.0,"San Francisco-Oakland-Hayward, CA Metro Area",93,3010,0.0,516,86,0,0.0,0,0,0.0,0,0,0.0,0,255358.08,3010,255358.08,516,,,,,,,,25438623.49,5600,,,,
21,734,41940.0,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",93,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,,,,,,,,25438623.49,5600,,,,
22,919,44700.0,"Stockton-Lodi, CA Metro Area",93,0,0.0,84,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,84,,,,,,,,25438623.49,5600,,,,
23,973,46700.0,"Vallejo-Fairfield, CA Metro Area",93,162,0.0,81,81,162,404321.22,81,0,0.0,0,0,0.0,0,1212963.66,0,808642.44,0,,,,,,,,25438623.49,5600,,,,
24,2,12540.0,"Bakersfield, CA Metro Area",96,1520,0.0,1520,1520,1520,2213497.6,1520,0,0.0,0,0,0.0,0,6640492.8,0,4426995.2,0,,,,,,,,350679469.22,191227,,,,
25,75,20940.0,"El Centro, CA Metro Area",96,16344,0.0,15480,15480,216,53853.84,144,0,0.0,0,3240,79348.32,3240,49405082.4,12888,49271880.24,12096,,,,,,,,350679469.22,191227,,,,
26,102,23420.0,"Fresno, CA Metro Area",96,14110,0.0,14027,14027,83,0.0,0,0,0.0,0,14027,1946833.06,14027,1946833.06,0,0.0,0,,,,,,,,350679469.22,191227,,,,
27,189,32900.0,"Merced, CA Metro Area",96,2920,0.0,2774,2774,1533,531335.61,1387,0,0.0,0,1387,511424.13,1387,2105430.96,0,1062671.22,0,,,,,,,,350679469.22,191227,,,,
28,213,33700.0,"Modesto, CA Metro Area",96,1120,0.0,1120,1120,0,0.0,0,0,0.0,0,1120,27600.0,1120,27600.0,0,0.0,0,,,,,,,,350679469.22,191227,,,,
29,274,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",96,1992,0.0,1909,1826,1992,4391439.53,1826,0,0.0,0,0,0.0,0,13174318.59,0,8782879.06,83,,,,,,,,350679469.22,191227,,,,
30,339,39820.0,"Redding, CA Metro Area",96,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,,,,,,,,350679469.22,191227,,,,
31,363,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",96,6800,235620.0,6035,1615,6715,2422421.8,1615,0,0.0,0,0,0.0,0,7267265.4,85,4844843.6,4420,,,,,,,,350679469.22,191227,,,,
32,450,40900.0,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",96,345355,0.0,5015,4675,1190,811697.3,680,0,0.0,0,4165,1940095.25,3995,4375187.15,340000,1623394.6,340,,,,,,,,350679469.22,191227,,,,
33,524,41500.0,"Salinas, CA Metro Area",96,2268,0.0,2187,2106,2268,2275793.82,2106,0,0.0,0,0,0.0,0,6796474.29,0,4520680.47,81,,,,,,,,350679469.22,191227,,,,
34,561,41740.0,"San Diego-Carlsbad, CA Metro Area",96,1190,0.0,1190,1190,0,0.0,0,0,0.0,0,1190,124195.2,1190,124195.2,0,0.0,0,,,,,,,,350679469.22,191227,,,,
35,642,41860.0,"San Francisco-Oakland-Hayward, CA Metro Area",96,121690,0.0,119282,117906,120228,81659710.72,117820,0,0.0,0,0,0.0,0,244213439.76,1462,162553729.04,1462,,,,,,,,350679469.22,191227,,,,
36,735,41940.0,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",96,7560,0.0,4788,4536,252,728304.36,252,0,0.0,0,2016,760269.72,2016,13241544.12,5292,11752970.04,2520,,,,,,,,350679469.22,191227,,,,
37,808,42020.0,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",96,1162,0.0,1162,1162,0,0.0,0,0,0.0,0,1162,14093.4,1162,14093.4,0,0.0,0,,,,,,,,350679469.22,191227,,,,
38,842,42100.0,"Santa Cruz-Watsonville, CA Metro Area",96,82,0.0,82,82,82,640.42,82,0,0.0,0,0,0.0,0,1921.26,0,1280.84,0,,,,,,,,350679469.22,191227,,,,
39,875,42220.0,"Santa Rosa, CA Metro Area",96,6232,0.0,6068,6068,410,168314.84,328,0,0.0,0,5822,129779.76,5740,634724.28,0,336629.68,0,,,,,,,,350679469.22,191227,,,,
40,920,44700.0,"Stockton-Lodi, CA Metro Area",96,1512,0.0,1428,1260,0,0.0,0,0,0.0,0,1344,22952.16,1260,22952.16,168,0.0,168,,,,,,,,350679469.22,191227,,,,
41,974,46700.0,"Vallejo-Fairfield, CA Metro Area",96,2025,0.0,2025,2025,0,0.0,0,0,0.0,0,2025,130498.29,2025,130498.29,0,0.0,0,,,,,,,,350679469.22,191227,,,,
42,1018,47300.0,"Visalia-Porterville, CA Metro Area",96,5135,0.0,5135,5135,0,0.0,0,0,0.0,0,5135,557416.1,5135,557416.1,0,0.0,0,,,,,,,,350679469.22,191227,,,,
43,3,12540.0,"Bakersfield, CA Metro Area",97,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,,,,,,,,74301562.91,31284,,,,
44,103,23420.0,"Fresno, CA Metro Area",97,415,0.0,415,166,166,40004.34,166,0,0.0,0,0,0.0,0,120013.02,249,80008.68,249,,,,,,,,74301562.91,31284,,,,
45,214,33700.0,"Modesto, CA Metro Area",97,1600,0.0,1600,1600,0,0.0,0,0,0.0,0,1600,135369.6,1600,135369.6,0,0.0,0,,,,,,,,74301562.91,31284,,,,
46,252,34900.0,"Napa, CA Metro Area",97,73,0.0,73,73,73,76113.45,73,0,0.0,0,0,0.0,0,228340.35,0,152226.9,0,,,,,,,,74301562.91,31284,,,,
47,364,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",97,3485,0.0,3315,3315,3485,9717492.4,3315,0,0.0,0,0,0.0,0,29152477.2,0,19434984.8,0,,,,,,,,74301562.91,31284,,,,
48,451,40900.0,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",97,18360,2766325.0,14960,10115,6885,1329616.75,6545,7140,2766325.0,4675,3400,1068008.85,3400,26553529.1,935,25627579.9,340,,,,,,,,74301562.91,31284,,,,
49,525,41500.0,"Salinas, CA Metro Area",97,81,0.0,0,0,81,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,,,,,,,,74301562.91,31284,,,,
50,562,41740.0,"San Diego-Carlsbad, CA Metro Area",97,850,130900.0,765,595,680,1027874.4,595,170,130900.0,170,0,0.0,0,1541811.6,0,644837.2,0,,,,,,,,74301562.91,31284,,,,
51,643,41860.0,"San Francisco-Oakland-Hayward, CA Metro Area",97,6020,0.0,5332,3870,3354,1429392.24,3182,0,0.0,0,688,4071.24,688,3015073.14,1978,1581609.66,1462,,,,,,,,74301562.91,31284,,,,
52,736,41940.0,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",97,3192,0.0,2184,1260,1008,0.0,0,0,0.0,0,0,0.0,0,12315678.48,2184,12315678.48,2184,,,,,,,,74301562.91,31284,,,,
53,876,42220.0,"Santa Rosa, CA Metro Area",97,82,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,82,0.0,0,,,,,,,,74301562.91,31284,,,,
54,921,44700.0,"Stockton-Lodi, CA Metro Area",97,1008,535920.0,924,0,0,0.0,0,1008,535920.0,840,0,0.0,0,0.0,0,535920.0,84,,,,,,,,74301562.91,31284,,,,
55,975,46700.0,"Vallejo-Fairfield, CA Metro Area",97,162,0.0,162,162,0,0.0,0,0,0.0,0,162,306.18,162,306.18,0,0.0,0,,,,,,,,74301562.91,31284,,,,
56,1052,49700.0,"Yuba City, CA Metro Area",97,1554,0.0,1554,1554,1554,412988.08,1554,0,0.0,0,0,0.0,0,1238964.24,0,825976.16,0,,,,,,,,74301562.91,31284,,,,
57,4,12540.0,"Bakersfield, CA Metro Area",98,160,0.0,80,0,160,281454.4,0,0,0.0,0,0,0.0,0,844363.2,0,562908.8,80,,,,,,,,68373700.35,16848,,,,
58,58,17020.0,"Chico, CA Metro Area",98,156,0.0,234,156,156,22227.66,156,0,0.0,0,0,0.0,0,66682.98,0,44455.32,78,,,,,,,,68373700.35,16848,,,,
59,104,23420.0,"Fresno, CA Metro Area",98,1328,0.0,913,581,664,1438107.8,581,0,0.0,0,0,0.0,0,4314323.4,664,2876215.6,332,,,,,,,,68373700.35,16848,,,,
60,146,25260.0,"Hanford-Corcoran, CA Metro Area",98,67,0.0,67,67,67,74755.25,67,0,0.0,0,0,0.0,0,224265.75,0,149510.5,0,,,,,,,,68373700.35,16848,,,,
61,168,31460.0,"Madera, CA Metro Area",98,375,0.0,375,375,375,27468.75,375,0,0.0,0,0,0.0,0,82406.25,0,54937.5,0,,,,,,,,68373700.35,16848,,,,
62,190,32900.0,"Merced, CA Metro Area",98,1168,0.0,1168,1168,1168,1104560.08,1168,0,0.0,0,0,0.0,0,3313680.24,0,2209120.16,0,,,,,,,,68373700.35,16848,,,,
63,215,33700.0,"Modesto, CA Metro Area",98,160,0.0,160,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,160,0.0,160,,,,,,,,68373700.35,16848,,,,
64,275,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",98,2324,0.0,2324,2241,0,0.0,0,0,0.0,0,0,0.0,0,6433706.82,2324,6433706.82,2324,,,,,,,,68373700.35,16848,,,,
65,365,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",98,2465,0.0,2380,85,2465,372141.05,85,0,0.0,0,0,0.0,0,1116423.15,0,744282.1,2295,,,,,,,,68373700.35,16848,,,,
66,452,40900.0,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",98,255,0.0,595,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,255,0.0,595,,,,,,,,68373700.35,16848,,,,
67,526,41500.0,"Salinas, CA Metro Area",98,1053,0.0,972,972,1053,837945.81,972,0,0.0,0,0,0.0,0,2513837.43,0,1675891.62,0,,,,,,,,68373700.35,16848,,,,
68,563,41740.0,"San Diego-Carlsbad, CA Metro Area",98,85,0.0,85,0,85,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,85,,,,,,,,68373700.35,16848,,,,
69,644,41860.0,"San Francisco-Oakland-Hayward, CA Metro Area",98,14276,0.0,1892,1720,1978,2679297.32,1634,0,0.0,0,0,0.0,0,8699486.52,12298,6020189.2,258,,,,,,,,68373700.35,16848,,,,
70,737,41940.0,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",98,588,0.0,420,84,420,382365.48,84,0,0.0,0,0,0.0,0,1147096.44,168,764730.96,336,,,,,,,,68373700.35,16848,,,,
71,843,42100.0,"Santa Cruz-Watsonville, CA Metro Area",98,0,0.0,82,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,82,,,,,,,,68373700.35,16848,,,,
72,922,44700.0,"Stockton-Lodi, CA Metro Area",98,420,0.0,252,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,420,0.0,252,,,,,,,,68373700.35,16848,,,,
73,976,46700.0,"Vallejo-Fairfield, CA Metro Area",98,1296,0.0,1215,1215,1296,4413883.59,1215,0,0.0,0,0,0.0,0,13241650.77,0,8827767.18,0,,,,,,,,68373700.35,16848,,,,
74,1019,47300.0,"Visalia-Porterville, CA Metro Area",98,3792,0.0,3634,3634,3792,8791925.8,3634,0,0.0,0,0,0.0,0,26375777.4,0,17583851.6,0,,,,,,,,68373700.35,16848,,,,
75,5,12540.0,"Bakersfield, CA Metro Area",111,64720,6320000.0,41360,26000,3840,3742415.2,1920,0,0.0,0,0,0.0,0,18463079.2,60880,14720664.0,39440,,,,,,,,111201048.2,487071,,,,
76,59,17020.0,"Chico, CA Metro Area",111,1248,46800.0,234,234,312,18064.8,234,312,0.0,234,0,0.0,0,35380.8,624,17316.0,234,,,,,,,,111201048.2,487071,,,,
77,76,20940.0,"El Centro, CA Metro Area",111,34344,1740600.0,29160,29160,648,29816.64,144,0,0.0,0,0,0.0,0,1997009.28,33696,1967192.64,29016,,,,,,,,111201048.2,487071,,,,
78,105,23420.0,"Fresno, CA Metro Area",111,148985,6215662.5,114623,30461,15106,721209.41,7138,166,0.0,0,0,0.0,0,6726117.48,133713,6004908.07,107485,,,,,,,,111201048.2,487071,,,,
79,147,25260.0,"Hanford-Corcoran, CA Metro Area",111,1005,132325.0,67,67,201,4623.67,67,0,0.0,0,0,0.0,0,13871.01,804,9247.34,0,,,,,,,,111201048.2,487071,,,,
80,169,31460.0,"Madera, CA Metro Area",111,27900,3466875.0,19050,4500,2475,0.0,0,0,0.0,0,0,0.0,0,1033875.0,25425,1033875.0,19050,,,,,,,,111201048.2,487071,,,,
81,191,32900.0,"Merced, CA Metro Area",111,7154,432525.0,4453,1460,365,0.0,0,0,0.0,0,0,0.0,0,1422624.0,6789,1422624.0,4453,,,,,,,,111201048.2,487071,,,,
82,216,33700.0,"Modesto, CA Metro Area",111,27200,358000.0,23600,21520,1120,28104.0,400,320,0.0,320,0,0.0,0,4852140.0,25760,4824036.0,23520,,,,,,,,111201048.2,487071,,,,
83,253,34900.0,"Napa, CA Metro Area",111,3504,248200.0,2336,0,73,0.0,0,0,0.0,0,0,0.0,0,0.0,3431,0.0,2336,,,,,,,,111201048.2,487071,,,,
84,276,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",111,26394,2061886.0,15106,13778,3071,72434.1,2075,166,107236.0,83,0,0.0,0,2230405.05,23157,2050734.95,12948,,,,,,,,111201048.2,487071,,,,
85,366,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",111,90270,16237656.25,65025,50830,20570,14681333.45,6545,0,0.0,0,0,0.0,0,29623696.8,69700,14942363.35,58480,,,,,,,,111201048.2,487071,,,,
86,453,40900.0,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",111,6375,2845120.0,2890,595,935,794033.45,595,2465,2381870.0,2125,0,0.0,0,2382100.35,2975,3969936.9,170,,,,,,,,111201048.2,487071,,,,
87,527,41500.0,"Salinas, CA Metro Area",111,127737,3224306.25,75978,59697,648,0.0,0,0,0.0,0,0,0.0,0,11674745.46,127089,11674745.46,75978,,,,,,,,111201048.2,487071,,,,
88,564,41740.0,"San Diego-Carlsbad, CA Metro Area",111,4930,1279250.0,2125,2125,595,168300.0,85,0,0.0,0,0,0.0,0,1392410.5,4335,1224110.5,2040,,,,,,,,111201048.2,487071,,,,
89,645,41860.0,"San Francisco-Oakland-Hayward, CA Metro Area",111,25714,3085250.0,22016,5504,344,0.0,0,0,0.0,0,0,0.0,0,7750836.0,25370,7750836.0,22016,,,,,,,,111201048.2,487071,,,,
90,738,41940.0,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",111,20664,644700.0,13272,588,15456,0.0,0,0,0.0,0,0,0.0,0,957149.76,5208,957149.76,13272,,,,,,,,111201048.2,487071,,,,
91,809,42020.0,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",111,9545,659850.0,5395,415,166,0.0,0,0,0.0,0,0,0.0,0,1289820.0,9379,1289820.0,5395,,,,,,,,111201048.2,487071,,,,
92,844,42100.0,"Santa Cruz-Watsonville, CA Metro Area",111,7790,602700.0,4018,3936,1968,391627.08,1476,0,0.0,0,0,0.0,0,2968282.74,5822,2576655.66,2542,,,,,,,,111201048.2,487071,,,,
93,877,42220.0,"Santa Rosa, CA Metro Area",111,16564,1660500.0,7298,4182,164,0.0,0,0,0.0,0,0,0.0,0,2444757.84,16400,2444757.84,7298,,,,,,,,111201048.2,487071,,,,
94,923,44700.0,"Stockton-Lodi, CA Metro Area",111,50316,3346308.0,29736,19992,9828,295308.72,2940,420,80808.0,168,0,0.0,0,5088499.08,40068,4836366.36,26628,,,,,,,,111201048.2,487071,,,,
95,977,46700.0,"Vallejo-Fairfield, CA Metro Area",111,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,,,,,,,,111201048.2,487071,,,,
96,1020,47300.0,"Visalia-Porterville, CA Metro Area",111,14852,2796600.0,5925,3555,1185,416856.14,158,0,0.0,0,0,0.0,0,4180764.53,13667,3763908.39,5767,,,,,,,,111201048.2,487071,,,,
97,1053,49700.0,"Yuba City, CA Metro Area",111,9324,1424130.0,3404,2590,1036,1449472.04,740,148,195360.0,148,0,0.0,0,4673483.32,8140,3419371.28,2516,,,,,,,,111201048.2,487071,,,,
98,6,12540.0,"Bakersfield, CA Metro Area",112,1680,1592000.0,640,560,0,0.0,0,0,0.0,0,0,0.0,0,495145.6,1680,495145.6,640,,,,,,,,39824981.23,18385,,,,
99,77,20940.0,"El Centro, CA Metro Area",112,144,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,144,0.0,0,,,,,,,,39824981.23,18385,,,,
100,106,23420.0,"Fresno, CA Metro Area",112,332,0.0,166,0,332,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,166,,,,,,,,39824981.23,18385,,,,
101,192,32900.0,"Merced, CA Metro Area",112,292,0.0,73,73,292,55999.76,73,0,0.0,0,0,0.0,0,83999.64,0,27999.88,0,,,,,,,,39824981.23,18385,,,,
102,217,33700.0,"Modesto, CA Metro Area",112,240,0.0,160,0,240,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,160,,,,,,,,39824981.23,18385,,,,
103,367,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",112,1530,0.0,1445,1445,1530,2043734.05,1445,0,0.0,0,0,0.0,0,6131202.15,0,4087468.1,0,,,,,,,,39824981.23,18385,,,,
104,454,40900.0,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",112,85,0.0,85,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,85,0.0,85,,,,,,,,39824981.23,18385,,,,
105,565,41740.0,"San Diego-Carlsbad, CA Metro Area",112,255,569500.0,85,85,0,0.0,0,0,0.0,0,0,0.0,0,1632000.0,255,1632000.0,85,,,,,,,,39824981.23,18385,,,,
106,646,41860.0,"San Francisco-Oakland-Hayward, CA Metro Area",112,18232,4153800.0,15652,15652,14276,10033682.78,14018,0,0.0,0,0,0.0,0,31224896.34,3956,21191213.56,1634,,,,,,,,39824981.23,18385,,,,
107,878,42220.0,"Santa Rosa, CA Metro Area",112,164,18450.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,164,0.0,0,,,,,,,,39824981.23,18385,,,,
108,924,44700.0,"Stockton-Lodi, CA Metro Area",112,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,,,,,,,,39824981.23,18385,,,,
109,978,46700.0,"Vallejo-Fairfield, CA Metro Area",112,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,,,,,,,,39824981.23,18385,,,,
110,1021,47300.0,"Visalia-Porterville, CA Metro Area",112,237,0.0,79,79,237,171825.0,79,0,0.0,0,0,0.0,0,257737.5,0,85912.5,0,,,,,,,,39824981.23,18385,,,,
111,7,12540.0,"Bakersfield, CA Metro Area",115,116320,11491000.0,86400,74720,14320,1796150.4,12640,0,0.0,0,0,0.0,0,17231396.8,102000,15435246.4,73760,58.0,4468.0,138716.0,115.0,Support Activities for Agriculture and Forestry,40511.3697404,333212328.451,250645441.09,806306,18095.0,333212328.451,11168661123.2,0.0298345813143
112,61,17020.0,"Chico, CA Metro Area",115,3588,0.0,702,0,312,40808.04,0,0,0.0,0,0,0.0,0,2808445.38,3276,2767637.34,702,19.0,126.0,6037.0,115.0,Support Activities for Agriculture and Forestry,0.0,15647052.8314,250645441.09,806306,18095.0,15647052.8314,11168661123.2,0.00140097838576
113,78,20940.0,"El Centro, CA Metro Area",115,80928,2399760.0,48888,40824,19728,5062735.44,16344,216,102960.0,144,0,0.0,0,12587368.32,60984,7421672.88,32400,28.0,646.0,18313.0,115.0,Support Activities for Agriculture and Forestry,499124.50774,952587093.542,250645441.09,806306,18095.0,952587093.542,11168661123.2,0.0852910732126
114,107,23420.0,"Fresno, CA Metro Area",115,236799,24942330.0,138361,131472,52954,10841740.54,38927,415,237380.0,83,0,0.0,0,37383117.0,183430,26650800.34,99351,112.0,2285.0,77898.0,115.0,Support Activities for Agriculture and Forestry,902118.3186,2263617265.31,250645441.09,806306,18095.0,2263617265.31,11168661123.2,0.202675794381
115,148,25260.0,"Hanford-Corcoran, CA Metro Area",115,17353,3088700.0,14137,14137,1943,1904198.29,1809,0,0.0,0,0,0.0,0,8210073.47,15410,6305875.18,12328,30.0,388.0,12054.0,115.0,Support Activities for Agriculture and Forestry,9058.9871134,299138682.076,250645441.09,806306,18095.0,299138682.076,11168661123.2,0.0267837548993
116,170,31460.0,"Madera, CA Metro Area",115,196500,14833125.0,106725,136575,59475,8214471.0,54225,0,0.0,0,0,0.0,0,32621742.0,137025,24407271.0,68400,29.0,0.0,35641.0,115.0,Support Activities for Agriculture and Forestry,inf,inf,250645441.09,806306,18095.0,inf,11168661123.2,inf
117,193,32900.0,"Merced, CA Metro Area",115,65554,4903775.0,42413,41318,18688,2629703.82,17958,0,0.0,0,0,0.0,0,7458403.43,46866,4828699.61,24455,57.0,1043.0,39047.0,115.0,Support Activities for Agriculture and Forestry,321763.282838,303291720.687,250645441.09,806306,18095.0,303291720.687,11168661123.2,0.0271556023898
118,218,33700.0,"Modesto, CA Metro Area",115,22000,1916000.0,15600,15360,5200,4093764.8,4480,0,0.0,0,0,0.0,0,13406276.8,16800,9312512.0,11120,53.0,722.0,20805.0,115.0,Support Activities for Agriculture and Forestry,32265.9279778,289664706.482,250645441.09,806306,18095.0,289664706.482,11168661123.2,0.0259354906813
119,254,34900.0,"Napa, CA Metro Area",115,1679,231775.0,949,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,1679,0.0,949,35.0,432.0,24402.0,115.0,Support Activities for Agriculture and Forestry,0.0,0.0,250645441.09,806306,18095.0,0.0,11168661123.2,0.0
120,277,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",115,22908,2131025.0,10624,10458,8051,1157319.63,7221,0,0.0,0,0,0.0,0,4349256.44,14857,3191936.81,3403,68.0,551.0,24559.0,115.0,Support Activities for Agriculture and Forestry,105510.473684,83859347.4021,250645441.09,806306,18095.0,83859347.4021,11168661123.2,0.00750845123488
121,340,39820.0,"Redding, CA Metro Area",115,7519,514650.0,3723,3723,73,0.0,0,0,0.0,0,0,0.0,0,3113936.18,7446,3113936.18,3723,10.0,0.0,0.0,115.0,Support Activities for Agriculture and Forestry,,inf,250645441.09,806306,18095.0,inf,11168661123.2,inf
122,369,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",115,55590,11910625.0,26690,26605,2805,24108.55,255,170,116875.0,85,0,0.0,0,9728397.05,52615,9821163.5,26350,74.0,817.0,20451.0,115.0,Support Activities for Agriculture and Forestry,875.489596083,317810180.25,250645441.09,806306,18095.0,317810180.25,11168661123.2,0.0284555307701
